#idx,nombre,dir,lat,lng,precio_rango,pts_comida,pts_servicio,pts_ambiente,cnt_reviews,cocina,img
550,Biscottini patisserie bar,Aráoz 2701,-34.584653,-58.413413,,,,,,"Vegetariana, Casera",photo_7024_1.jpg-fdd4a71c-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
551,Tomasso,Aráoz 2342,-34.587191,-58.417422,,,,,,Pizza,photo_7072_1.jpg-fdd4a73c-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
552,Chez creperie,Honduras 5044,-34.5884097,-58.4306781,,,,,,Francesa,Restaurante.jpg
553,Coliseo sports & fun,Fitz Roy 2021,-34.58151,-58.4332,,,,,,"Norteamericana, Pizza",Restaurante.jpg
554,Santa Crepa,Av. del Libertador 3883,-34.5712634,-58.4226042,50,,,,,"Natural, Francesa, Deli",santa-crepa-u42h7-ed793c51-1b2f-45a5-b169-631f087d9636
555,Shout Brasas & Drinks,Maipú 981,-34.593063,-58.370136,100,,,,,Variada,Restaurante.jpg
556,Absenta lounge,"Báez 372 ",-34.571626,-58.431921,,,,,,"Peruana, Japonesa Sushi",photo_9800_1.jpg-fdd569ad-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
557,Café Cortázar,Cabrera 3797,-34.686104,-58.5537268,75,,,,,Variada,cafe-cortazar-dayi3-9b5f14ae-12dd-37da-6188-56eac743065f
558,10mil y pico café lounge & bar,José Antonio Cabrera 4799,-34.59138,-58.430258,,,,,,"Mediterránea, Española",photo_6389_1.jpg-fdd43210-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
559,OHANA Bar & Lounge,Av. Cnel. Niceto Vega 5737,-34.5857351,-58.4407031,25,,,,,Variada,ohana-bar-lounge-8kmne-f39e7139-3779-497f-8be2-ce7ca9ffa82d
560,Palermo viejo,Honduras 3999,-34.5940478343,-58.419525412702,,,,,,Porteña,photo_1071_1.jpg-fdceb2db-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
561,Kentucky,Av Santa Fé 4600,-34.578681,-58.4252506,50,,,,,Pizza,Restaurante.jpg
562,Down Town Matías,Uriarte 1657,-34.5871008,-58.4315091,,,,,,"Irlandesa, Internacional",DownTownMatias-Palermo.JPG
563,Io Sono Shokuhin (a puertas cerradas),Gorriti 3800,-34.5954938,-58.41849,,,,,,"Italiana, Internacional",photo_14862_1.jpg-fdd717cc-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
564,Altura Crucero,Angel Justiciano Carranza 1601,-34.5833572,-58.4392587,,,,,,Italiana,Restaurante.jpg
565,Lalo´s bar,Cabrera 4667,-34.5924321,-58.4287981,,,,,,De Autor,Restaurante.jpg
566,Carlitos el rey,Av. Juan B. Justo 1239,-34.5834512,-58.4321514,,,,,,Casera,Restaurante.jpg
567,Atlanta wing factory,Bonpland 1914,-34.5817443,-58.4355455,,,,,,Norteamericana,Restaurante.jpg
568,Azúcar Belgrano,Av. Córdoba 4175,-34.596635,-58.425873,,,,,,"Cubana, Pizza",Restaurante.jpg
569,Espacio gasset (a puertas cerradas),"Fray Justo Sta. Maria De Oro 2494 3º ",-34.579384,-58.4244646,,,,,,De Autor,Restaurante.jpg
570,Pinamar,Salguero 2069,-34.586532,-58.412544,,,,,,Pizza,Pinamar-10366-cfdf3d46-1eef-c47d-26ac-56d094f0cc9f
571,Lo de ansis club,Avenida Cerviño 3893,-34.5782828,-58.4141348,,,,,,"Casera, Pizza",Restaurante.jpg
572,Casa Jache bar,Aranguren 213,-34.6109155,-58.4339756,50,,,,,Variada,Restaurante.jpg
573,Temple Craft,Costa Rica 4699,-34.5880245,-58.4272091,50,,28,28,4,variada,temple-craft-H8omy-4ec382e8-f013-4997-8756-fd3bd79226d5
574,Rústico baires,Uriarte 1610,-34.587443,-58.431996,,,,,,Porteña,photo_3952_1.jpg-fdd31fd4-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
575,Rusty nail,Av. Raúl Scalabrini Ortíz 1398,-34.592269,-58.426927,,,,,,"Española, Italiana",photo_4006_1.jpg-fdd3e28e-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
576,Sabino,Baez 401,-34.571348,-58.43234,,,,,,Variada,Restaurante.jpg
577,Palillos de oro,Gallo 1532,-34.592452,-58.409526,,,,,,China,Restaurante.jpg
578,Código rock,Antonio Beruti 3336,-34.5872002,-58.409579,75,,,,,Variada,Restaurante.jpg
579,Instinto,Gascón 1275,-34.595474681877,-58.423014774986,,,,,,"Norteamericana, Porteña",photo_2759_1.jpg-fdd0fd41-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
580,Brujas,Costa Rica 4827,-34.587139285671,-58.428387784539,,,,,,"Pizza, Casera",photo_2805_1.jpg-fdd14ac1-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
581,La casita de Tucumán,Ecuador 1507,-34.5928555,-58.4030035,,,,,,Autóctona,La-Casita-de-Tucuman-11134-e954dfee-65d3-5f95-820c-56d04dc4333b
582,Cervelar,humboldt 1864,-34.5836526,-58.4340399,25,,,,,Internacional,cervelar-5nDrK-8e2099c9-37fc-4d27-8560-f6d342e512ab
583,Clara Lopez restó,Armenia 2031,-34.5873267,-58.424059,,,,,,De Autor,photo_14846_1.jpg-fdd717b8-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
584,Lab. Training Center & Coffee Shop,Humboldt 1542,-34.5860948,-58.4368041,50,,,,,Variada,Lab--Training-Center---Coffee-Shop-15308-c6423a5d-d166-4e08-b3d7-61ddfaf096aa
585,Uqbar,Cabrera 5569,-34.585854063239,-58.437786674009,,,,,,Mediterránea,photo_969_1.jpg-fdce8bdb-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
586,Nekila caffé,Gorriti 3609,-34.595608,-58.415211,,,,,,Pizza,photo_6427_1.jpg-fdd43244-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
587,On Tap,Costa Rica 5527,-34.5831405,-58.4339305,50,,28,28,4,variada,on-tap-K4Whb-c83fe8da-0432-4248-b3b7-3be60b0ed58c
588,La Bodega del Pintor bar de vino,"Av. Salvador Maria del Carril ",,," 3139",-34.592622,-58.5013427,,,,,,Variada,Restaurante.jpg
589,Dosantos,Honduras 5275,-34.5869927,-58.4327071,,,,,,Variada,Restaurante.jpg
590,El Cau,Gurruchaga 1417,-34.590618,-58.431142,,,,,,"Pizza, Porteña",photo_4082_1.jpg-fdd40a2a-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
591,De Linoire,Cabello 3181,-34.5820635,-58.4064387,50,,,,,Francesa,de-linoire-avamd-94700cca-48ed-8706-ac7b-55cb8d8705cd
592,La Arepería de Buenos Aires,Bonpland 2430,-34.577529,-58.430809,,,,,,"Colombiana, De Autor, Pescados Y Mariscos",la-areperia-de-buenos-aires-tzr62-139b4ea0-d639-a50c-4a92-571791ab1789
593,La Dama Juana,Gascón 1417,-34.5939158,-58.4227519,50,,,,,"Casera, Parrilla",la-dama-juana-g59fa-e6b03ea1-c4db-6910-91f0-5708010f3dc5
594,JC lo de José,Av. Raúl Scalabrini Ortiz 1543,-34.5912507,-58.4254643,,,,,,Porteña,photo_901_1.jpg-fdce8b8f-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
595,Thali,Armenia 2325,-34.5851079,-58.4205941,100,,,,,India,photo_15258_1.jpg-fdd82884-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
596,Terrazas Bistró,Av. Sarmiento 2698,-34.5801038,-58.4199298,100,,,,,Variada,Terrazas-Bistro-15690-4769a120-bc43-7ad7-6ecd-56d0591ee47f
597,Waresneim,Malabia 1575,-34.590849048494,-58.427266341771,,,,,,De Autor,photo_1905_1.jpg-fdcfc446-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
598,Toco unplugged,José Antonio Cabrera 5507,-34.5863612,-58.4372231,,,,,,Internacional,photo_1914_1.jpg-fdcfc45a-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
599,La Viola,Humboldt 1793,-34.5841518,-58.4345555,,,,,,Variada,La-Viola-14354-d9f5c02d-e56e-4c70-2136-5785101cca9d
600,Vibes (Vibes Hotel),Rep. de Eslovenia 1867,-34.5699861,-58.4339813,,,,,,De Autor,photo_14530_1.jpg-fdd71711-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
601,Poke,Thames 1795,-34.5861553,-58.4300609,,,,,,Japonesa Sushi,Restaurante.jpg
602,Pacha Mama -Punta del Este-Buenos Aires,Gorriti 4788,-34.5908176,-58.4290462,100,,,,,Internacional,photo_15306_1.jpg-fdd828b4-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
603,Minimal,Thames 1786,-34.586736563293,-58.42924356879,,,,,,Porteña,photo_2807_1.jpg-fdd14ac9-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
604,Namida,Bonpland 2275,-34.5788915,-58.4321928,75,,,,,"Porteña, Japonesa Sushi, Peruana",namida-ryyai-ad89cf66-8379-51e1-39af-57965a611da5
605,Fiona bistro & patisserie,Armenia 1539,-34.59034459328,-58.428772742288,,,,,,Mediterránea,photo_1352_1.jpg-fdcf2813-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
606,Arepita de manteca (a puertas cerradas),"Malabia y Soler ",-34.588068116044,-58.422975540161,,,,,,Venezolana,Restaurante.jpg
607,Soberbio Isósceles,Salguero 3172,-34.5756033,-58.4040293,,,,,,Pizza,Restaurante.jpg
608,Hai sushi,Beruti 4680,-34.5771887,-58.4251662,,,,,,Japonesa Sushi,Restaurante.jpg
609,Patricia villalobos,Castex 3317,-34.5784718,-58.4048889,,,,,,"De Autor, Deli",93fb39474c51b8a82a68413e2a5ae17a_Patricia-Villalobos-11340.jpg
610,5to bar & quickmeals,El Salvador 5783,-34.581809,-58.437295,,,,,,"Mediterránea, De Autor",photo_3982_1.jpg-fdd3e266-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
611,Los girasoles,Armenia 2397,-34.584533,-58.4196,,,,,,"Pizza, Española",photo_4023_1.jpg-fdd409b6-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
612,Pampa mansa,Humboldt 1925,-34.583215,-58.433442,,,,,,Parrilla,photo_4062_1.jpg-fdd40a0a-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
613,Nesta,Honorio Pueyrredón 619,-34.6127491,-58.4416034,75,,,,,Variada,Restaurante.jpg
614,Bahrein,Lavalle 345,-34.6019999,-58.3717846,,,,,,Variada,Restaurante.jpg
615,Oxo restaurante de tapas,Fitz Roy 1982,-34.581881,-58.433713,,,,,,Porteña,photo_7732_1.jpg-fdd4f4d7-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
616,Western wrangler saloon,Juramento 2121,-34.5604723,-58.4540197,,,,,,Variada,Restaurante.jpg
617,Borges 1975,Jorge Luis Borges 1975,-34.586238,-58.4263513,75,,,,,"Pizza, Casera",borges-1975-d8opa-5d05527d-e65d-49c6-f4c5-56eac6a008a3
618,Nucci bar,Uriarte 1901,-34.58537,-58.428778,,,,,,Pizza,photo_6663_1.jpg-fdd45844-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
619,El ricci,Bonpland 1861,-34.582052219465,-58.435930130373,,,,,,"Pizza, Norteamericana",photo_3869_1.jpg-fdd2d208-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
620,Pabellón 4,Uriarte 1332,-34.589213132712,-58.43483172682,,,,,,Norteamericana,Pabellon-4-702-305e0327-928f-c884-4a97-56d730fc0ad4
621,Crack up,Costa Rica 4767,-34.5876135,-58.4278307,,,,,,"Norteamericana, Pizza",photo_2786_1.jpg-fdd0fd79-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
622,Reggio,Guatemala 5798,-34.5787548,-58.4339511,,,,,,Porteña,photo_718_1.jpg-fdce64a3-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
623,Holy Burgirls,Bulnes 1248,-34.5972228,-58.4171528,75,,,,,Norteamericana,holy-burgirls-w91t3-6b700bd8-21bc-791f-e080-56704e8abef0
624,The beer house,"Carlos Carlvo ",0,0,,,,,,Variada,Restaurante.jpg
625,Mi casa,José Antonio Cabrera 4562,-34.5931968,-58.4277507,,,,,,Arabe,photo_7071_1.jpg-fdd4a738-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
626,Lazaro,Beruti 4592,-34.577731,-58.424261,,,,,,Pizza,Restaurante.jpg
627,Schwartz & Berg,Fitz Roy 1617,-34.5847458,-58.4370249,50,,,,,variada,schwartz-berg-qU8wi-3f5bb144-c27e-4821-8646-06cc4c8b2222
628,Unicorn Huset,Honduras 5730,-34.582999619384,-58.437859961377,,,,,,Variada,unicorn-huset-id25s-72673a4d-8dbd-388b-09a9-56f2dd9a9ebf
629,Sushi Club,Migueletes 984,-34.5653993,-58.4359885,100,,,,,"Japonesa Sushi, Internacional",Restaurante.jpg
630,Crisol Palermo,Gral. Lucio Norberto Mansilla 3799,-34.5897341,-58.4164169,75,,,,,"Natural, Deli",crisol-palermo-NnU2l-1f7af9f6-4a28-48ce-b3cd-b0f9e88d96f6
631,Vosseli,Güemes 4144,-34.584949,-58.418988,,,,,,De Autor,photo_4032_1.jpg-fdd409ca-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
632,Ureña,Humboldt 1920,-34.5831204,-58.4335379,100,,,,,Mediterránea,urea-EDRLS-6423f3aa-073a-4d65-8463-3dc26d711e09
633,Mezcal,Costa Rica 4502,-34.5894461,-58.4253468,50,,,,,"Latinoamericana, Internacional, Mexicana",Restaurante.jpg
634,Maiky Parrilla,gorriti 5802,-34.5834091,-58.4395443,50,,,,,"Parrilla, Autóctona, Porteña",maiky-bU5nL-b0c71a80-7d62-4cba-b033-b18adcbff591
635,Decata,Honduras 6100,-34.5800628,-58.4415357,75,,,,,Variada,Restaurante.jpg
636,Dársena Bar,Jose Antonio Cabrera 4354,-34.5946126,-58.4258583,50,,,,,Variada,drsena-bar-j0jrW-55f64613-ec84-4adf-90e1-b7b9ea4c4f47
637,Mamía,Pagano 2748,-34.583363,-58.400281,,,,,,Francesa,Restaurante.jpg
638,Genghis Mongolian Grill,El Salvador 5090,-34.5870639,-58.4306094,,,,,,"Sudeste Asiático, Natural",genghis-mongolian-grill-q70r8-afd63c77-f6da-b1c9-bab3-56a69341aeb5
639,El santuario del arte,Gurruchaga 1794,-34.587987380528,-58.427235234462,,,,,,Porteña,Restaurante.jpg
640,Nail Lee Coffee,Gorriti 4832,-34.5905148,-58.4296044,50,,,,,"Casera, Coreana, Natural",lee-jun-yeol-GogRh-a5dc0b86-e6d1-47e9-b646-5784bdfbc173
641,Qustom,Malabia 1885,-34.589001,-58.424365,,,,,,"Casera, Italiana, Pizza",Restaurante.jpg
642,Cinquecento 500,Fitz Roy 1747,-34.5837954,-58.4358571,,,,,,"Parrilla, Italiana",Cinquecento-500-15740-4f4f90a7-54d4-4afb-bb75-56d0554ced14
643,Mostacho´s,Uriarte 1423,-34.5885811,-58.4337549,,,,,,Pizza,Restaurante.jpg
644,1843,Humboldt 1843,-34.583721733568,-58.434141095145,,,,,,Autóctona,photo_1989_1.jpg-fdcfead2-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
645,La Fonda de Verm y Cheli,Jorge Luis Borges 2482,-34.5821326,-58.4211214,50,,,,,"Pizza, Pescados Y Mariscos, Parrilla",la-fonda-de-verm-y-cheli-ya5h2-dbf77642-1498-c2ba-65b7-55a55d393f74
646,Compañia de Chocolates,Segui 3551,-34.5792325,-58.408492,50,,,,,Variada,Restaurante.jpg
647,Spikey John´s,Bonpland 1670,-34.5835951,-58.4376356,,,,,,Norteamericana,Restaurante.jpg
648,One Blood Bar,Gallo 1307,-34.5950526,-58.4109214,,,,,,"De Autor, Pizza",photo_14938_1.jpg-fdd73e14-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
649,Por fin llegaste,Dr. Emilio Ravignani 1466,-34.5837824,-58.441701,,,,,,Casera,Restaurante.jpg
650,Old Rotten,Juncal 150,-34.657445,-58.665082,,,,,,Variada,Restaurante.jpg
651,Jumo,Honduras 5288,-34.5869278,-58.432818,,,,,,Porteña,Restaurante.jpg
652,New York New York,Fitz Roy 2192,-34.5803769,-58.4320545,,,,,,"Norteamericana, Italiana, Mexicana",Restaurante.jpg
653,Pimienta y canela,Malabia 2143,-34.58746,-58.421973,,,,,,Casera,photo_13692_1.jpg-fdd6a275-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
654,Sacramento resto bar,El Salvador 5729,-34.582209683772,-58.436658187752,,,,,,Mediterránea,Restaurante.jpg
655,Cinko kosher deli,Av. Cerviño 3556,-34.580012970483,-58.409179259002,,,,,,"Arabe, Deli",Restaurante.jpg
656,Tupak,Av. Coronel Diaz 2599,-34.582297,-58.405756,,,,,,"Parrilla, Pizza",Restaurante.jpg
657,Trumanbar,Bonpland 2187,-34.579518519002,-58.43302730782,,,,,,Autóctona,photo_3833_1.jpg-fdd2aa9c-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
658,Pizzería bahia,Bulnes 1449,-34.594743452291,-58.416557812796,,,,,,Pizza,photo_2790_1.jpg-fdd0fd81-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
659,Bar rock,Av. Córdoba 4199,-34.5964937,-58.4261974,,,,,,Porteña,photo_7309_1.jpg-fdd4a7c4-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
660,Waffles House,Gorriti 4918,-34.5899525,-58.4305559,50,,,,,"Vegetariana, Norteamericana",Restaurante.jpg
661,Cocos,Honduras 5357,-34.5863868,-58.4334723,75,,,,,Peruana,cocos-qGvnD-e37fc89b-deed-4a6e-89ea-e77b6504a013
662,Aintab (Club social unión patriótica armenios de Aintab),Av. Cnel. Niceto Vega 4876,-34.591656,-58.4322645,100,,,,,Armenia,aee5620fa0432e528275b8668581d9a8_Aintab--Club-social-union-patriotica-armenios-de-Aintab--11752.png
663,Al merendero,Gurruchaga 1335,-34.5911734,-58.4320821,,,,,,Casera,Restaurante.jpg
664,Palermo,Godoy Cruz 2725,-34.5784233,-58.4250054,,,,,,Variada,Restaurante.jpg
665,Establecimiento General del Café,Pueyrredón 1529,-34.5931148,-58.4017094,,,,,,Variada,Restaurante.jpg
666,Montana,Cabrera 3301,-34.5968126,-58.4130016,,,,,,De Autor,Restaurante.jpg
667,Trifle,Soler 4499,-34.5882499,-58.423226,,,,,,Casera,photo_11966_1.jpg-fdd62d89-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
668,Denver,Av. Rivadavia 14232,-34.6411757,-58.5677019,,,,,,Variada,Restaurante.jpg
669,Uptown.ba,Arévalo 2030,-34.5781099,-58.4373123,100,,,,,variada,uptown-ba-X6pfM-27680c03-d93f-4aeb-9dde-1f67af1819da
670,Moby dick,Gallo 769,-34.6006614,-58.4123711,,,,,,Variada,Restaurante.jpg
671,Pride Hollywood,Humboldt 1897,-34.583424,-58.433734,,,,,,Casera,Pride-Hollywood-10002-351d0cf1-b30c-ba3a-bbfb-56d05452ed03
672,Bengal Deli,Cabello 3780,-34.580155,-58.412918,100,,,,,"Italiana, India",Benga-Deli-15682-dfa29508-9d26-114b-bb32-56d05907ebcc
673,Los amigos,Paraguay 3100,-34.594994214405,-58.410942510529,,,,,,Pizza,photo_2441_1.jpg-fdd0ae52-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
674,Toribia,Av. Córdoba 5099,-34.590737604137,-58.435272000457,,,,,,"Pizza, Porteña, Italiana",Restaurante.jpg
675,Flux bar,Marcelo T. De Alvear 980,-34.5966722,-58.3810887,,,,,,Variada,Restaurante.jpg
676,La cava de rovere,Honduras 4300,-34.593554,-58.423593,,,,,,"Autóctona, Norteamericana",photo_4012_1.jpg-fdd409ae-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
677,Círculo de salvavidas,Cabello 3958,-34.579369376229,-58.414766179635,,,,,,Porteña,photo_3130_1.jpg-fdd1c0f5-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
678,El pasaje resto bar,Pasaje el Lazo 3141/ 51,-34.580854,-58.409657,,,,,,"Parrilla, Pizza, Judía",El-Pasaje-Resto-Bar-2206-219b46fe-9e36-8bec-248f-56d0444a68a7
679,Prado y Neptuno,Ayacucho 2134,-34.5864886,-58.3880826,,,,,,Variada,Restaurante.jpg
680,Indiana Bar & Grill,Armenia 1784,-34.588902,-58.42668,25,,,,,Porteña,Restaurante.jpg
681,Waro´s,Angel Justiniano Carranza 1601,-34.583262930429,-58.439252469923,,,,,,De Autor,photo_3266_1.jpg-fdd235cd-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
682,Bodega cervecera,Thames 1759,-34.587001,-58.4294777,,,,,,Variada,Restaurante.jpg
683,La morocha,Bonpland 1808,-34.582397097772,-58.436325243645,,,,,,De Autor,Restaurante.jpg
684,Kim y Novak,Güemes 4900,-34.579765,-58.426076,,,,,,Internacional,Restaurante.jpg
685,Jack Flash,Av. del Libertador 14199,-34.5359332,-58.4667827,,,,,,Variada,Restaurante.jpg
686,Modena,Charcas 4102,-34.585364,-58.4209,,,,,,Porteña,photo_3858_1.jpg-fdd2d1ec-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
687,Casa de la nonna,Jerónimo Salguero 2218,-34.585606129568,-58.411534045437,,,,,,Pizza,photo_3861_1.jpg-fdd2d1f8-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
688,Al queso queso,Av. Cerviño 3667,-34.579536,-58.410766,,,,,,De Autor,photo_5755_1.jpg-fdd43157-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
689,Dulces confidencias,José Antonio Cabrera 5600,-34.5857428,-58.4380753,,,,,,De Autor,photo_12790_1.jpg-fdd67a85-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
690,Troiano club,Cabrera 3780,-34.596542,-58.419708,,,,,,Variada,Restaurante.jpg
691,Camba Bar,Uriarte 1838,-34.585848,-58.4296961,50,,,,,"Pizza, Vegetariana",camba-bar-TetUc-4190a0ba-62a4-4102-879d-891cb747c9cd
692,SANTO,Charcas 4799,-34.580746,-58.4270499,75,,,,,"De Autor, Pizza",santo-hkg23-90cad373-303d-cd22-43b8-56156ba1d277
693,Vuela el pez,Córdoba Av. 4379,-34.5931153,-58.4364409,,,,,,Variada,Restaurante.jpg
694,Logia Ortiz,Scalabrini Ortiz Av. 757,-34.5967253,-58.4338235,75,,,,,Variada,Restaurante.jpg
695,4 vier resto & lounge,El Salvador 4947,-34.587741,-58.42959,,,,,,"Pizza, Porteña",photo_6824_1.jpg-fdd4a652-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
696,Ritual,Antonio Beruti 2954,-34.589985,-58.405865,,,,,,"Porteña, Parrilla",photo_6889_1.jpg-fdd4a6b6-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
697,Opium garden,Juan B. Justo Av. 1659,-34.5865051,-58.4362664,,,,,,Variada,Restaurante.jpg
698,Cachito Hollywood,Costa Rica 5699,-34.5818717,-58.4356759,75,,,,,Parrilla,Restaurante.jpg
699,Danilas,J. A. Cabrera 4802,-34.5913888,-58.4303052,,,,,,Variada,Restaurante.jpg
700,Hakone &quot;Sushi Nikkei&quot;,Costa Rica 4409,-34.5901388,-58.424107,50,,,,,"Japonesa Sushi, Pescados Y Mariscos, Peruana",hakone-sushi-nikkei-41dw0-e5ec4773-cf5c-2961-5519-571e3522eacd
701,Narciso,Cabrera 4802,-34.6861248,-58.553699,75,,,,,"Arabe, Casera",Restaurante.jpg
702,Trionfale,Godoy Cruz 2209,-34.5833889,-58.429254,50,,,,,Casera,trionfale-qqj8o-efb97f24-379d-196e-f22a-55e9ab1e1bc4
703,Tadrón,Av. Cnel. Niceto Vega 4802,-34.5921867,-58.4314685,,,,,,Armenia,photo_4086_1.jpg-fdd40a2e-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
704,QuitaPenas,Fitz Roy 1747,-34.5838172,-58.435813,,,,,,Italiana,quitapenas-6cmgs-abf6c64e-8a9c-9fdd-fc50-57852e22c34e
705,Chabrés,Maipú 530,-34.601959,-58.376729,,,,,,Variada,Restaurante.jpg
706,Home Burger Bar,Bondpland 1577,-34.5843769,-58.438368,50,,,,,Norteamericana,home-burguer-bar-e5Ee8-07f42ec7-f68e-4bda-a255-bad719b9603f
707,Baduani,Malabia 1465,-34.591782,-58.4284294,100,,,,,"Armenia, Arabe",Restaurante.jpg
708,Punto Pizza,Av. Gral. Las Heras 3333,-34.582999,-58.407523,50,,,,,Pizza,Restaurante.jpg
709,Biblos,Bulnes 2201,-34.5865286,-58.410072,50,,,,,Pizza,Restaurante.jpg
710,Tea Connection,Sinclair 3027,-34.5748172,-58.4233361,50,,,,,Natural,2606a43287c7958a9836c7f6be097175_tea-connection-d8db8.png
711,The blues brothers club,Av. Niceto Vega 5572,-34.586942,-58.439074,,,,,,"Porteña, Internacional",photo_8612_3.jpg-fdd51c3e-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
712,Be Hollywood resto (Be Hollywood hotel),Humboldt 1726,-34.5846676,-58.4351509,,,,,,De Autor,Restaurante.jpg
713,Ave Caesar (Alto Palermo),"Av. Santa Fe 3253 ",-34.5884755,-58.4109572,50,,,,,variada,ave-caesar-alto-palermo-FHmOp-e4ccc82e-a4f0-4580-9dc5-2deca6dc8b09
714,La hipica,Av. Figueroa Alcorta 4800,-34.5686909,-58.4159444,,,,,,"Porteña, Parrilla",photo_8270_1.jpg-fdd51bda-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
715,Lomo feroz,Honduras 5291,-34.586877,-58.432822,,,,,,Autóctona,photo_7954_1.jpg-fdd4f586-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
716,Pérgola,Bonpland 1578,-34.5843,-58.438491,,,,,,Pizza,photo_7958_1.jpg-fdd51b9e-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
717,Chupitos,Bonpland 1670,-34.5835951,-58.4376356,,,,,,Latinoamericana,c131278e28b4703f6466a4bdf0fa863e_Chupitos-15104.jpg
718,Kentucky,Av. Santa Fé 4202,-34.5811934,-58.4217318,,,,,,Pizza,Siete Cocinas.jpg-fdd82903-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
719,Tatu,Cabello 3918,-34.5796603,-58.4141962,,,,,,Porteña,Tatu.jpeg-fdd82909-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
720,Meme,Gorriti 5881,-34.5826981,-58.4401063,,,,,,Natural,Restaurante.jpg
721,Antesala,Costa Rica 4968,-34.586235500737,-58.42974270009,,,,,,"Española, Italiana, Porteña",photo_1585_1.jpg-fdcf4f92-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
722,Resto  Bar Inka Palermo,Av Raúl Scalabrini Ortiz 1235,-34.5934614,-58.4287695,100,,,,,Peruana,Inka-Si-Senior-14822-18f19e22-0808-4642-8ed6-f633a1d02e76
723,Medio Oriente,José Antonio Cabrera 4702,-34.5921819,-58.4291881,50,,,,,Armenia,Restaurante.jpg
724,Principal,Salvador 5729,-34.582209683772,-58.436658187752,,,,,,Variada,Restaurante.jpg
725,Le vignole,Guatemala 5776,-34.578835257189,-58.43371313644,,,,,,De Autor,photo_1983_1.jpg-fdcfeaca-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
726,Resto bar del club,Fitz Roy 2238,-34.579923153926,-58.431545626981,,,,,,Variada,photo_1984_1.jpg-fdcfeace-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
727,Vai-mo,Gurruchaga 1831,-34.587751677416,-58.426870674181,,,,,,De Autor,photo_1990_1.jpg-fdcfead6-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
728,The Factory,El Salvador 4995,-34.5874135,-58.4300614,,,,,,Natural,photo_15060_1.jpg-fdd801ec-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
