#idx,nombre,dir,lat,lng,precio_rango,pts_comida,pts_servicio,pts_ambiente,cnt_reviews,cocina,img
373,Vega,Armenia 1378,-34.59147906167,-58.43049007601,,,,,,Variada,photo_2868_1.jpg-fdd17249-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
374,La perinola,José Antonio Cabrera 4301,-34.5948533,-58.4253508,100,,,,,"Parrilla, Casera",photo_12288_1.jpg-fdd653f5-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
375,The Burger Company,Honduras 4733,-34.590484,-58.4274571,50,,,,,Norteamericana,the-burger-company-03yqz-c6561d38-e180-e65f-1f05-56f2d6bd8d8c
376,Ink Buenos Aires,Av. Cnel. Niceto Vega 5635,-34.586090362478,-58.439409779099,,,,,,Internacional,Restaurante.jpg
377,El pingüino de Palermo,Jorge Luis Borges 2195,-34.5847054,-58.4242759,75,,,,,"Casera, De Autor",photo_2090_1.jpg-fdcfeb72-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
378,El fogón,Juncal 4602,-34.576697763518,-58.423510929067,,,,,,Parrilla,photo_2702_1.jpg-fdd0d6c9-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
379,El timón de don Jesús,Av. Dorrego 1699,-34.581796,-58.443427,,,,,,Casera,Restaurante.jpg
380,La sartén por el mango,Gascón 1417,-34.593863,-58.422814,,,,,,Porteña,photo_6492_1.jpg-fdd4329c-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
381,Bellagamba,Francisco Acuña de Figueroa 1291,-34.596541,-58.421531,50,,,,,Porteña,Restaurante.jpg
382,Green & Co. (Paseo Alcorta),"Jerónimo Salguero ",-34.576511,-58.404927,,,,,,"Natural, Vegetariana",Restaurante.jpg
383,La Stampa,Jéronimo Salguero 2741,-34.5800641,-58.4081035,75,,,,,Italiana,Restaurante.jpg
384,Benaim,Gorriti 4015,-34.595341,-58.4215694,75,,,,,Judía,benaim-lt48w-119435bb-d8db-467c-af53-0d9d1290ba8f
385,El peruanito ray,Fitz Roy 2299,-34.579493,-58.430928,75,,,,,Peruana,El-peruanito-Ray-10254-ebc1b806-ba36-122b-bd16-56d0545a2f79
386,Mix,Uriarte 1943,-34.585022,-58.428397,,,,,,"Italiana, Española",photo_10360_1.jpg-fdd5b7f1-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
387,Devenir,Serrano 1327,-34.590534395945,-58.433071864406,,,,,,Brasilera,Restaurante.jpg
388,Alivio restó (bar de tapas),Gorriti 3600,-34.595507252477,-58.415017108068,,,,,,Española,photo_2897_1.jpg-fdd17271-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
389,Simplemente Oro y Soler,Soler 5101,-34.583927789449,-58.428590307816,100,,,,,"Autóctona, Pizza, Parrilla",simplemente-oro-y-soler-dxqjc-fdcfc42e-f4e4-11e4-be7b-d3500e263ce1
390,La parrilla de Honduras,Honduras 4308,-34.593457,-58.423638,,,,,,Parrilla,photo_6491_1.jpg-fdd43298-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
391,Nucha,Av. Cerviño 4403,-34.5762735,-58.4200952,75,,,,,"Deli, Casera, De Autor",photo_6845_1.jpg-fdd4a67a-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
392,Don Saverio,Av. Scalabrini Ortiz 1538,-34.591264,-58.425551,,,,,,Porteña,Restaurante.jpg
393,Brioche Dorée (Shopping Alto Palermo),Arenales 3360,-34.5876715,-58.4103947,50,,,,,"Francesa, Porteña",Restaurante.jpg
394,Colombia mía restobar,Honduras 5719,-34.5832049,-58.4375108,100,,,,,"Colombiana, Internacional",Restaurante.jpg
395,La Bohème Creperie & Bar,Gorriti 5796,-34.5834044,-58.4392434,,,,,,Francesa,photo_14514_1.jpg-fdd71709-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
396,Espacio dadá,Jorge Luis Borges 1655,-34.5884853,-58.4297979,100,,,,,Casera,Restaurante.jpg
397,Londra bar,Bonpland 1690,-34.583456,-58.4374357,,,,,,De Autor,photo_12694_1.jpg-fdd65459-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
398,Obi bar noodles bar,Av. Santa Fe 5259,-34.5758581,-58.4334119,,,,,,"De Autor, Japonesa Sushi, Natural",Obi-bar-Noodles-bar-10362-8f9a126a-8e2e-d4c6-da29-56d04b4b4528
399,Real Revolucion,Honduras 5143,-34.5878226,-58.4315472,,,,,,Mexicana,photo_14882_1.jpg-fdd717dc-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
400,Per Se Restaurant,Honduras 5815,-34.5824061,-58.4384908,,,,,,De Autor,photo_14920_1.jpg-fdd73e00-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
401,Monzú,José Antonio Cabrera 3975,-34.5963369,-58.4227457,75,,,,,"De Autor, Pizza, Italiana",Restaurante.jpg
402,Alcornoque,Av. Cnel. Niceto Vega 5519,-34.587274,-58.438566,,,,,,"Parrilla, Italiana, Porteña",Restaurante.jpg
403,Mi Barrio Hamburguesería,Uriarte 1504,-34.5880873,-58.4330906,50,,,,,Norteamericana,a754b5d98810f3e1dbd54c6870cc11bd_mi-barrio-hamburgueseria-axvnv.jpg
404,Full City Coffe House,Thames 1535,-34.5884849,-58.4317356,25,,,,,Variada,Full-City-Coffe-House-14576-d75327b9-d5d4-4392-9af6-164b799533a6
405,La Fábrica del Taco,"Báez 246 ",-34.5723929,-58.4305929,100,,,,,Mexicana,Restaurante.jpg
406,Treffen Beer Bar Museum,Piedras 178,-34.6102832,-58.3777271,50,,,,,Variada,Restaurante.jpg
407,Jasper,Córdoba Av. 5981,-34.584827,-58.4443705,,,,,,Variada,Restaurante.jpg
408,Domani ristoranti & bar,Jerónimo Salguero 3000,-34.577807,-58.406057,100,,,,,"Italiana, Pizza",Restaurante.jpg
409,Tatu,Soldado de la Independencia 1023,-34.565862,-58.437342,,,,,,"Porteña, Pizza",photo_6609_1.jpg-fdd45810-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
410,Sensu (Paseo Alcorta loc. 3027),Jerónimo Salguero 3172,-34.57684,-58.405233,50,,,,,Japonesa Sushi,Sensu-Paseo-Alcorta-loc-3027-2798-6bbbea3f-f233-4ad8-9925-d23f5b3d57aa
411,Café sivori resto bar,"Av. Infanta Isabel 555 ",-34.569649,-58.41711,,,,,,Casera,photo_6323_1.jpg-fdd431b8-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
412,Pampa linda,Paraguay 3521,-34.5922513,-58.4145251,100,,,,,"Italiana, Española",Restaurante.jpg
413,Sin Embargo,Gorriti 5675,-34.5843107,-58.4379884,,,,,,Parrilla,Restaurante.jpg
414,En el nombre del postre,Soler 5547,-34.5812663,-58.4320731,50,,,,,De Autor,photo_12334_1.jpg-fdd653fd-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
415,Fuensanta,Charcas 3301,-34.591661,-58.412326,75,,,,,Pizza,Fuensanta-8318-85a7e378-f1e3-00af-3fd8-56d73aa41d2d
416,Palermo jojo,Uriarte 1386,-34.5888277,-58.4341551,,,,,,"Porteña, Casera",photo_12768_1.jpg-fdd67a81-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
417,Kentucky,Costa Rica 5595,-34.5826984,-58.4346374,100,,,,,Pizza,Restaurante.jpg
418,Fiume,Humboldt 2006,-34.5823972,-58.4325334,,,,,,"Variada, Parrilla",Restaurante.jpg
419,Liquid bar,Av. Santa Fé 3651,-34.585431,-58.415458,75,,,,,"Autóctona, Norteamericana",photo_10090_1.jpg-fdd59059-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
420,Snatch bar,Humboldt 1654,-34.585347,-58.43593,75,,,,,Variada,snatch-bar-sf3dh-bf545f85-5178-4d6c-ad44-564347db65ec
421,La vestalia grill & resto,Thames 1392,-34.589456,-58.433176,,,,,,"Parrilla, Mediterránea",photo_4750_1.jpg-fdd40aba-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
422,Fring Burgers & Fries,Nicaragua 4535,-34.5885875,-58.4245567,75,,,,,Norteamericana,fring-burgers-fries-bn9s4-f2eefbb7-11bf-8e30-97ad-5627f47f81dd
423,Tarantino resto,Godoy Cruz 2851,-34.577225,-58.423921,,,,,,"Italiana, Pizza",Restaurante.jpg
424,Makena Cantina Club,Fitz Roy 1519,-34.585490430031,-58.437912812857,,,,,,Porteña,photo_2816_1.jpg-fdd14ae1-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
425,Muchacho,El Salvador 5100,-34.5867491,-58.4310557,,,,,,Porteña,Restaurante.jpg
426,Gerónimo bar,Honduras 3902,-34.5941221,-58.4183685,25,,,,,"Pizza, Casera",Restaurante.jpg
427,Michi,Malabia 2495,-34.584543848398,-58.417278528214,100,,,,,Pizza,Restaurante.jpg
428,Tufic Espacio de Sabores,Guatemala 4597,-34.587023,-58.423555,50,,,,,Variada,photo_8910_1.jpg-fdd5429d-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
429,Matu's,Av. Salvador Maria del Carril 2900,-34.5906985,-58.4981555,50,,,,,Variada,Restaurante.jpg
430,Adorado Bar,Nicaragua 5856,-34.5796419,-58.4360964,100,,,,,Casera,photo_14978_1.jpg-fdd80188-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
431,Rosebar,Honduras 5445,-34.5855463,-58.434506,,,,,,Variada,Restaurante.jpg
432,Mooi,Costa Rica 5468,-34.5836068,-58.433473,75,,,,,De Autor,mooi-hz71t-7b6be74c-8e04-1eeb-b3a7-56a13c067930
433,Beijing restaurante,El Salvador 5702,-34.5825143,-58.4364394,100,,,,,China,Restaurante.jpg
434,Ser y Tiempo,Gorriti 5910,-34.5824997,-58.4404229,75,,,,,De Autor,Restaurante.jpg
435,Romario,Honduras 5670,-34.583632,-58.437022,100,,,,,Pizza,Romario-10072-aa890932-1b48-849b-b369-56cca8e2f8a0
436,Guebara,Humberto primo 463,-34.6243719,-58.4511012,,,,,,Variada,Restaurante.jpg
437,The shamrock,Rodríguez Peña 1220,-34.594645930929,-58.392045242738,,,,,,Variada,Restaurante.jpg
438,Chupitos bar,Gorriti 5033,-34.5891996,-58.4315232,75,,,,,Variada,Restaurante.jpg
439,Ferona club social,Humboldt 1445,-34.586997,-58.437788,100,,,,,Variada,Restaurante.jpg
440,Pani,El Salvador 4827,-34.5884844,-58.4284766,75,,,,,Casera,pani-rx8f9-98c933de-6697-118b-1b85-564c8aee54f1
441,Antares,Arévalo 2876,-34.5722528,-58.4313496,75,,,,,Variada,Restaurante.jpg
442,Terrenal,Scalabrini Ortiz 1298,-34.5929714,-58.428089,,,,,,Colombiana,photo_2638_1.jpg-fdd0d655-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
443,Florentina,Soler 4501,-34.588329,-58.423271,,,,,,"Italiana, Porteña, Francesa",photo_4001_1.jpg-fdd3e28a-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
444,La Popular del Soho,Guatemala 4701,-34.5863052,-58.4244947,100,,,,,"Parrilla, Pizza",La-Popular-del-Soho-15746-e90d11d3-d6cf-53b8-f7fa-56c7347dddd3
445,Vita Palermo,Costa Rica 4522,-34.5893529,-58.4253414,50,,,,,"Casera, Deli, Natural",Restaurante.jpg
446,Marcelo Dolce,Av. Figueroa Alcorta (MALBA) 3415,-34.5772727,-58.4037466,100,,,,,"Mediterránea, Italiana",marcelo-dolce-m021o-1ab89eb8-9650-7bc1-951c-55ba8c594223
447,Confiteria San Martin,Av. Santa Fé 3402,-34.587038,-58.4131676,50,,,,,"Internacional, Pizza",photo_13526_1.jpg-fdd6a21d-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
448,Lyon,Gorriti 5612,-34.584846,-58.437322,,,,,,"Pizza, Porteña",Lyon-10374-a89c092f-5fa5-6345-122d-56d04be3db0c
449,Los maestros,Jerónimo Salguero 2671,-34.580539589302,-58.408683349568,,,,,,Pizza,photo_2523_1.jpg-fdd0aec1-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
450,Libros del pasaje,Thames 1762,-34.586965,-58.429486,50,,,,,"Norteamericana, Casera",photo_7339_1.jpg-fdd4cce8-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
451,Brujas,Jorge Luis Borges 1640,-34.588315,-58.429552,,,,,,Pizza,photo_745_1.jpg-fdce64bb-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
452,Amaya fun resto & lounge,Guemes 3634,-34.5886,-58.413924,,,,,,"Mediterránea, Japonesa Sushi",Restaurante.jpg
453,Trento,Cabrera 4845,-34.591037,-58.430716,,,,,,Variada,photo_6790_1.jpg-fdd47f18-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
454,Yan kie,Paraguay 5110,-34.580105,-58.430111,,,,,,China,Restaurante.jpg
455,La Esquina,Gorriti 5608,-34.5848601,-58.4373035,75,,,,,Norteamericana,5dfcef2577c4e8a9f10e0d3eb952d50b_la-esquina-rwhox.jpg
456,La Bumon,Francisco Acuña de Figueroa 1800,-34.5900999,-58.4202487,75,,,,,Variada,la-bumon-Sq7ie-82871642-ea8b-4410-81f3-196b9393db6c
457,Ara cocina al disco,Gorriti 5615,-34.584802,-58.4373523,,,,,,"Mediterránea, Porteña",Restaurante.jpg
458,Lo de Lola,El Salvador 4949,-34.586684003156,-58.431077604614,,,,,,Española,photo_1402_1.jpg-fdcf284f-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
459,Alimentos para vivir mejor,Nicaragua 4914,-34.585902,-58.428116,,,,,,Natural,photo_10932_1.jpg-fdd5df09-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
460,Damiana,Av. Córdoba 5099,-34.590811,-58.435286,,,,,,Parrilla,Damiana-10256-92ba01d6-193d-55e7-ee01-56d04b1e492e
461,Los cardones,Jorge Luis Borges 2180,-34.584832,-58.424483,,,,,,Porteña,Restaurante.jpg
462,Oporto,Av. Raúl Scalabrini Ortiz 2101,-34.587857,-58.420181,50,,,,,"Mediterránea, Pizza",photo_6677_1.jpg-fdd45854-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
463,Cante prí bar de chicos,Charcas 5216,-34.5771,-58.431828,,,,,,Casera,Restaurante.jpg
464,Siciliano,Juan Francisco Segui 4668,-34.573282,-58.421952,,,,,,"Italiana, Parrilla",photo_5251_1.jpg-fdd4312b-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
465,Pizza pet,Av. Santa Fé 5288,-34.575726,-58.434187,50,,,,,Pizza,photo_3902_1.jpg-fdd2f854-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
466,Nativo,Fitz Roy 1496,-34.585677785554,-58.438127109057,25,,,,,Norteamericana,photo_2375_1.jpg-fdd087ea-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
467,Smooothway,Soler 6036,-34.5773723,-58.4370453,,,,,,"Natural, Vegetariana",photo_13682_1.jpg-fdd6a26d-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
468,Vaivén resto,Gorriti 5615,-34.5847914,-58.4373406,,,,,,De Autor,photo_14248_1.jpg-fdd6f051-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
469,El Benny,Serrano 1327,-34.5906176,-58.4330703,100,,,,,"Cubana, Española, Italiana",Restaurante.jpg
470,Unaghi sushi,Santos Dumont 3429,-34.58239,-58.44726,,,,,,Japonesa Sushi,photo_10772_1.jpg-fdd5dea5-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
471,Panini Porteño,Bulnes 2776,-34.580118,-58.405695,75,,,,,Porteña,Restaurante.jpg
472,Cosi Mi Piace,El Salvador 4618,-34.5899533,-58.4263485,75,,,,,Pizza,cosi-mi-piace-fvx3c-7ee30d05-dc70-4d6d-9283-114db61ddaf6
473,Rancho aparte,Jufré 1085,-34.5908876,-58.4373939,,,,,,Casera,Restaurante.jpg
474,Lattente,Thames 1891,-34.58606,-58.4280859,50,,,,,"Latinoamericana, Vegetariana",Lattente-15270-0a835cfc-ca5f-49dc-8d63-e8a637ccedce
475,Crêpas,Gurruchaga 1791,-34.5881093,-58.427276,75,,,,,"De Autor, Uruguaya",Crepas-15438-78a8ea3d-6ad5-4497-ac07-aa9ae24f869b
476,Terra coffee beam,Honduras 5707,-34.58320829237,-58.43737204254,,,,,,Porteña,photo_1616_1.jpg-fdcf75c2-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
477,Palermo viejo,Thames 2319,-34.582762092429,-58.423786606736,,,,,,Parrilla,photo_2381_1.jpg-fdd087f2-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
478,Dejavu,Paraguay 3701,-34.591052632564,-58.41591564454,,,,,,Italiana,photo_2179_1.jpg-fdd03a3a-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
479,Absinth resto bar,"Bartolomé Mitre 1695 ",-34.6078934,-58.3906182,25,,,,,Variada,Restaurante.jpg
480,De María Castaña,Arenales 3335,-34.587898,-58.410014,,,,,,Pizza,photo_7655_1.jpg-fdd4f48a-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
481,El empujón del diablo,Angel Justiniano Carranza 1969,-34.580182342723,-58.435725890787,,,,,,Autóctona,photo_3806_1.jpg-fdd2aa78-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
482,Soho vane,Armenia 1784,-34.588728264302,-58.426328363346,,,,,,Mediterránea,photo_2861_1.jpg-fdd1723d-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
483,Al Rawshe,Av. Santa Fe 3870,-34.583842,-58.4179066,75,,,,,"Internacional, Arabe",Restaurante.jpg
484,Leitmotiv,José Antonio Cabrera 5696,-34.5849929,-58.4391251,100,,,,,Variada,Restaurante.jpg
485,Levitar,Godoy Cruz 1715,-34.5874299,-58.4337709,,,,,,Pizza,Restaurante.jpg
486,Karma bar!,Nicaragua 5778,-34.5802504,-58.4352766,,,,,,"Mexicana, Pizza, Porteña",Restaurante.jpg
487,Café San Bernardo,Corrientes Av. 5434,-34.5978226,-58.4410615,50,,,,,Variada,Restaurante.jpg
488,Santo & Seña,Humboldt 1729,-34.584627,-58.434975,100,,,,,Variada,santo-sea-Y5t0Y-a197bcba-f0a1-4b15-b8cd-ed4ab95c5532
489,El horno del norte,Guatemala 5999,-34.577122,-58.436019,75,,,,,"Parrilla, Porteña",Restaurante.jpg
490,El lomo feroz,Fitz Roy 1666,-34.584415,-58.436616,,,,,,Autóctona,photo_6375_1.jpg-fdd43200-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
491,Faricci,Arenales 3955,-34.594307,-58.398071,,,,,,Casera,photo_5033_1.jpg-fdd40acf-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
492,Decata,Gorriti 4865,-34.5902406,-58.4298652,75,,,,,Variada,photo_14318_1.jpg-fdd6f08d-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
493,Piacere,Paraguay 4402,-34.585316429999,-58.423239570075,,,,,,"Pizza, Porteña, Norteamericana",photo_1500_1.jpg-fdcf4f16-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
494,Siddhartha - Restaurant Bar,Gurruchaga 1450,-34.5903213,-58.4307686,,,,,,De Autor,photo_15058_1.jpg-fdd801e8-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
495,Oliver´s Club,Guatemala 4462,-34.588137,-58.4221552,,,,,,De Autor,photo_15064_1.jpg-fdd801f0-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
496,Caminos,José Antonio Cabrera 4223,-34.5954,-58.424877,,,,,,Pizza,Restaurante.jpg
497,Ceffyl Casa de Té Galés,Humboldt 2028,-34.5822113,-58.432327,,,,,,Internacional,Restaurante.jpg
498,Jah bar,Thames 1335,-34.5899291,-58.4338926,100,,,,,Variada,Restaurante.jpg
499,Tazz (costa salguero),"Av. Rafael Obligado Costanera y Salguero ",-34.570155,-58.39898,,,,,,Variada,Restaurante.jpg
500,Pekados restaurant & pub,Honduras 5309,-34.586685012596,-58.43295203305,,,,,,"Pizza, Italiana",photo_2871_1.jpg-fdd17251-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
501,Voulez vous café,Malabia 1667,-34.5903539,-58.426363,,,,,,Deli,photo_14206_1.jpg-fdd6c925-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
502,La adorada,Gorriti 5055,-34.5890552,-58.4317407,,,,,,Mexicana,photo_12510_1.jpg-fdd6541d-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
503,Secretos,Ugarteche 3154,-34.579837,-58.411575,,,,,,"Parrilla, Pizza",photo_6441_1.jpg-fdd43258-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
504,Paru Deli,Av. Cerviño 3812,-34.5790566,-58.4127835,100,,,,,"Peruana, De Autor, Japonesa Sushi",paru-deli-64ain-ba303e45-eddd-fc80-bc3e-56c3862d524e
505,Picnic,Cerviño 3596,-34.5799157,-58.4097647,,,,,,Vegetariana,Restaurante.jpg
506,PuraCepa (Hipódromo de Palermo),Av del Libertador 4241 Ubicado en Tribuna Joven,-34.568492,-58.4282479,,,,,,Norteamericana,photo_15016_1.jpg-fdd801b0-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
507,Mi jardín,Cabello 3419,-34.5813075,-58.408819,100,,,,,China,Restaurante.jpg
508,Maxim restobar,Jorge Luis Borges 1750,-34.5877217,-58.4286417,,,,,,"Pizza, Autóctona",Restaurante.jpg
509,Marina love,Nicaragua 4533,-34.5886404,-58.424584,,,,,,"De Autor, Parrilla",Restaurante.jpg
510,Sofzoné Café Gourmet,Serrano 1431,-58.4318665,-34.589848,,,,,,"Casera, Deli",Restaurante.jpg
511,Tutti fiochi,Gorriti 5900,-34.582577,-58.440318,,,,,,Italiana,Tutti-fiochi-10358-c731065a-b212-01f2-ea25-56d093b857ce
512,Despacho de Sabores,Bonpland 1617,-34.5840056,-58.4380982,,,,,,Deli,Despacho-de-Sabores-15708-c97b4e64-d80e-ae22-a9f7-56d056f3b298
513,La casona de Cándido,Av. Dorrego 1717,-34.581567724469,-58.443253462844,,,,,,Parrilla,photo_1617_1.jpg-fdcf75c6-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
514,Mc Nor,Juncal 3599,-34.583404194481,-58.413339235123,,,,,,"Norteamericana, Casera",photo_1799_1.jpg-fdcf9dae-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
515,Djembé,Honduras 5019,-34.588438615007,-58.430446666755,,,,,,Casera,photo_2025_1.jpg-fdcfeb0e-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
516,Lo de Joaquin Alberdi,Jose Luis Borges 1772,-34.587613,-58.428406,,,,,,Internacional,photo_2749_1.jpg-fdd0fd25-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
517,BlueDog,Gorriti 4758,-34.591175,-58.42853,75,,,,,Variada,bluedog-9up1m-a6500213-5c6b-6038-e321-56c381f89c24
518,Bless,Bonpland 1515,-34.584865,-58.439061,,,,,,"Norteamericana, Pizza, Porteña",Restaurante.jpg
519,The pick market,Ugarteche 3154,-34.5799455,-58.4115778,50,,,,,Internacional,Restaurante.jpg
520,Les macarons de París,Juan Francisco Seguí 3545,-34.57927,-58.4083977,,,,,,Francesa,photo_11698_1.jpg-fdd62d11-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
521,Vicente el absurdo,Julián Alvarez 1866,-34.590344,-58.420635,,,,,,Casera,photo_9978_1.jpg-fdd56a11-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
522,Farang,Av Cerviño 3812,-34.5788648,-58.4132175,,,,,,"Japonesa Sushi, Pescados Y Mariscos",Restaurante.jpg
523,Taberna Odin,Av. San Martín 6080,-34.5951962,-58.5015889,25,,,,,Variada,Taberna-Odin-11802-0c8251eb-8208-4413-8823-f34831cb15a3
524,Dadá resto bar,Jorge Luis Borges 1655,-34.588487,-58.429775,75,,,,,"Mediterránea, Pizza, Porteña",photo_9068_1.jpg-fdd542bd-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
525,Diggs,Serrano 1580,-34.5889351,-58.4304865,75,,,,,Norteamericana,diggs-ftw2u-170ffcfe-c1ef-1efb-a898-56f04471465b
526,Quinta Estacion,Jorge Luis Borges 2055,-34.5857985,-58.4256659,75,,,,,Deli,Quinta-Estacion-15318-21536308-b6ed-199d-c0be-56f1aacfa771
527,La Raya,Ayacucho 2183,-34.5860877,-58.3876733,100,,,,,Parrilla,la-raya-oaG32-dccfbb45-dede-498e-a735-b2bb8a3e1407
528,Jerome BrewPub Palermo,Malabia 1401,-34.5921825,-58.4291418,75,,,,,Variada,jerome-brewpub-palermo-e4wrz-6253cbe0-214a-2450-6853-56f047c0dfdc
529,El supremo,Honduras 5535,-34.584534869011,-58.435675924852,,,,,,Mediterránea,photo_1644_1.jpg-fdcf75d6-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
530,La Carbonera,El Salvador 4401,-34.5914711,-58.4241655,50,,,,,"De Autor, Parrilla, Venezolana",Restaurante.jpg
531,Desoho,Malabia 1708,-34.5900857,-58.4259887,,,,,,De Autor,photo_1897_1.jpg-fdcfc436-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
532,Es Caprichoso el Azar,Bonpland 1577,-34.5843205,-58.4384631,,,,,,Mediterránea,Restaurante.jpg
533,Pain et Vin,Gorriti 5132,-34.5885783,-58.4324909,75,,,,,Variada,Restaurante.jpg
534,Casa Oro (a puertas cerradas),"Fray Justo Santamaría de Oro y Charcas ",-34.581403966017,-58.426214664557,100,,,,,"Peruana, Internacional",Casa-Oro--a-puertas-cerradas--14830-efe33aba-f1a7-4458-ba2b-d1b4db1c40b9
535,Punto Letra,Godoy Cruz 1554,-34.5884654,-58.4355015,,,,,,Deli,photo_15026_1.jpg-fdd801c0-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
536,Almacén Ruda Macho,Angel Justiniano Carranza 1591,-34.5840771,-58.4401212,,,,,,Casera,Restaurante.jpg
537,Caffe del doge,Av. Cerviño 3299,-34.5811629,-58.4062471,75,,,,,Deli,Restaurante.jpg
538,Halina café,Araoz 2806,-34.5840225,-58.4125102,50,,,,,Porteña,Restaurante.jpg
539,Le Noir,Fitz Roy 1715,-34.5840505,-58.4361378,,,,,,De Autor,Restaurante.jpg
540,Muma´s cupcakes,Malabia 1680,-34.5902565,-58.4262651,,,,,,"Norteamericana, Deli",Mumas-Cupcakes-11220-a0efe164-b15e-18ee-f2f5-56d049336d39
541,Puro bistró,Thames 1920,-34.5858482,-58.4278165,,,,,,De Autor,photo_11756_1.jpg-fdd62d1d-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
542,Sera de dios,México 355,-34.6147745,-58.3712915,75,,,,,Variada,Restaurante.jpg
543,Pacífico bar,Honduras 5509,-34.584841,-58.435465,,,,,,"Casera, Porteña",photo_3948_1.jpg-fdd31fcc-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
544,Restaurante central de la rural,Av. Sarmiento 2704,-34.58086,-58.420481,,,,,,Internacional,Restaurante.jpg
545,La Diosa,Rafael Obligado Av. 3731,-34.559357,-58.409157,,,,,,Internacional,Restaurante.jpg
546,Odyssey,Aráoz 2148,-34.588162000308,-58.419058152148,,,,,,Española,photo_2282_1.jpg-fdd06102-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
547,Bartola Classic,Gurruchaga 1806,-34.587997,-58.4271688,50,,,,,Variada,bartola-classic-fhm50-d3d0031a-0c2d-2540-4580-56eac58615cc
548,El anden,Avenida Santa Fe 5302,-34.575225,-58.4346911,,,,,,Porteña,Restaurante.jpg
549,Tomato,Av. Scalabrini Ortiz 1171,-34.590713,-58.424643,,,,,,Pizza,photo_6596_1.jpg-fdd45804-f4e4-11e4-be7b-d3500e263ce1_s0.jpg
